Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()
0.593677363	10.20236492	10.20236492	115595.1797	0.610000014	7.399000168	0.500526316	0.805894737
0.593735232	10.202631	10.202631	115609.5469	0.610000014	7.434999943	0.500526316	0.805894737
0.593793108	10.20258045	10.20258045	115613.8516	0.629999995	7.423999786	0.500526316	0.805894737
0.593850975	10.20241547	10.20241547	115620.8281	0.670000017	7.394999981	0.500526316	0.805894737
0.593908843	10.20242882	10.20242882	115625.4063	0.680000007	7.395999908	0.500526316	0.805894737
0.593966716	10.20245934	10.20245934	115651.5	0.689999998	7.361999989	0.500526316	0.805894737
0.594024598	10.202384	10.202384	115656.1563	0.699999988	7.288000107	0.500526316	0.805894737
0.594082466	10.20244408	10.20244408	115655.1563	0.699999988	7.203999996	0.500526316	0.805894737
0.594140343	10.20250225	10.20250225	115669.3828	0.689999998	7.203000069	0.500526316	0.805894737
0.594198186	10.20263958	10.20263958	115673.7813	0.949999988	7.187999725	0.500526316	0.805894737
0.594256061	10.20250893	10.20250893	115694.4141	0.879999995	7.130000114	0.500526316	0.805894737
0.59431393	10.20246792	10.20246792	115704.3828	0.909999967	7.13199997	0.500526316	0.805894737
0.594371811	10.20244694	10.20244694	115717.3672	0.850000024	7.187999725	0.500526316	0.805894737
0.594429671	10.20247936	10.20247936	115713.8438	0.819999993	7.252999783	0.500526316	0.805894737
0.594487547	10.20250988	10.20250988	115722.2813	0.810000002	7.208000183	0.500526316	0.805894737
0.594545421	10.20244789	10.20244789	115724.2031	0.870000005	7.318999767	0.500526316	0.805894737
0.594603287	10.20246983	10.20246983	115734.6484	0.850000024	7.301000118	0.500526316	0.805894737
0.594661165	10.20252323	10.20252323	115761.3594	0.850000024	7.256000042	0.500526316	0.805894737
0.594719033	10.20263958	10.20263958	115774.3906	0.860000014	7.302000046	0.500526316	0.805894737
0.594776908	10.20253849	10.20253849	115763.7266	1.389999986	7.295000076	0.500526316	0.805894737
0.594834778	10.20242405	10.20242405	115777.0547	1.289999962	7.272999764	0.500526316	0.805894737
0.59489265	10.20245171	10.20245171	115798.3594	1.159999967	7.260000229	0.500526316	0.805894737
0.594950514	10.20246983	10.20246983	115798.1172	1.039999962	7.211999893	0.500526316	0.805894737
0.595008393	10.20252419	10.20252419	115803.4844	0.980000019	7.21999979	0.500526316	0.805894737
0.595066258	10.20245075	10.20245075	115821.3203	0.939999998	7.209000111	0.500526316	0.805894737
0.59512413	10.20238686	10.20238686	115826.2656	0.959999979	7.250999928	0.500526316	0.805894737
0.59518199	10.20269775	10.20269775	115818.8125	0.970000029	7.296999931	0.500526316	0.805894737
0.595239877	10.20247746	10.20247746	115844.6719	0.959999979	7.282999992	0.500526316	0.805894737
0.595297734	10.20248413	10.20248413	115856.1563	0.980000019	7.27699995	0.500526316	0.805894737
0.595355614	10.20234776	10.20234776	115865.9219	1	7.255000114	0.500526316	0.805894737
0.595413475	10.20247841	10.20247841	115871.9922	1.009999991	7.22300005	0.500526316	0.805894737
0.595471347	10.20249081	10.20249081	115882.8359	1.009999991	7.178999901	0.500526316	0.805894737
0.595529219	10.2025547	10.2025547	115877.4453	1.029999971	7.168000221	0.500526316	0.805894737
0.5955871	10.20255375	10.20255375	115893.2031	1.049999952	7.102000237	0.500526316	0.805894737
0.595644962	10.20249653	10.20249653	115896.2344	1.080000043	7.111999989	0.500526316	0.805894737
0.595702824	10.20253658	10.20253658	115913.1172	1.100000024	7.151000023	0.500526316	0.805894737
0.5957607	10.20255184	10.20255184	115918.1172	1.100000024	7.125999928	0.500526316	0.805894737
0.595818564	10.20233917	10.20233917	115934.0313	1.110000014	7.119999886	0.500526316	0.805894737
0.595876435	10.20246506	10.20246506	115926.2109	1.120000005	7.137000084	0.500526316	0.805894737
0.595934308	10.20247936	10.20247936	115935.1328	1.139999986	7.133999825	0.500526316	0.805894737
0.595992175	10.20245743	10.20245743	115941.4766	1.139999986	7.124000073	0.500526316	0.805894737
0.596050048	10.20242405	10.20242405	115950.6172	1.179999948	7.116000176	0.500526316	0.805894737
